Tweet,Avg,Sentiment
As a die hard @Apple customer I must say I am truly displeased with the customer service I was given today. #badservice #Apple,-2.0,Negative
As a die hard @Apple customer I must say I am truly displeased with the customer service I was given yesterday. #badservice #Apple,-2.0,Negative
As the sun devils were making their 20-2 run on us my phone called 4 people and hung up on them all on it's own. WTF! #iphoneissues @apple,-2.0,Negative
At all. RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple ,0.0,Neutral
At the Genius Bar@apple store. Very helpful #AAPL staff and whoever helped me was genius. Comp wking again. ,2.0,Positive
Attention @apple! Your free iPads would go faster if your emails didn't go straight to junk folders. #sortitout,-2.0,Negative
Attn @Apple : Buy these guys &amp; make #AppleTV what it should be. 'Fan TV' Heads for the exit via @pkafka,0.0,Neutral
Autocorrect changes actual words to other words but when I spell an actual word wrong it doesn't correct it? Fuck yall niggas @apple,-2.0,Negative
Average Mac User Faced Nine Malware Threats Last Year but OS X Remains Minor Target [Mac Blog] #AAPL,-2.0,Negative
Aw yeah! monarchywpb sticker to ride with @Rhyot boommovement and @apple ,0.0,Neutral
Awesome! @Apple invented peanut-butter-sandwich technology for phones. ,2.0,Positive
Aye @apple why don't you guys make the apple headphones in different colors?,0.0,Neutral
Aye forreal tho done w yo bs @Apple,-2.0,Negative
Ayyy my fourth phone charger this week broke today @apple fuck you,-2.0,Negative
BBC News - Evidence by late Steve Jobs to be used in music trial#AAPL,0.0,Neutral
BLOCK TRADE detected in #AAPL,-2.0,Negative
BLOCK TRADE detected in #AAPL,0.0,Neutral
BREAKING $AAPL 'buy' reiterated target set to $143 by Cantor $AAPL Brief explanation here: #AAPL,0.0,Neutral
BREAKING: #NYC #EricGarnet protestors occupy @Apple story in #NY #ICantBreath 11x LIVE @Rebelutionary_Z ,0.0,Neutral
Back from the Dead: Old iPods Drag Apple to Court #AAPL #SteveJobs,0.0,Neutral
Barclay's #Apple Analyst Joins The Crowd And Increases Price Target - Forbes #aapl ,0.0,Neutral
Barclays Raises AAPL Price Target by 17% to $140 $AAPL #aapl,2.0,Positive
Barclays raises Apple price target by 17% to $140 more here: #AAPL #Barclays #Stocks,0.0,Neutral
Been a while since I bumped into @apple @NicoleMoudaber artist page now ready to go with 2 releases worth of music. Best link to send??,0.0,Neutral
Been waiting 7 days so far for @apple to approve the new app for #CRMSuite. Should be next week!,-2.0,Negative
Besides buying basic necessities: gas groceries etc #ShutItDown by not buying from @McDonaldsCorp @apple @Starbucks @Walmart #Ferguson,-2.0,Negative
Best Buy Cuts Apple Inc. iPad Prices to Boost Sales #AAPL #iPad,0.0,Neutral
Best apps 2014 it seems. What's wrong with @apple? ,-2.0,Negative
Best of #stakeholderengagement in '14: @thenorthface @FourPawsUK @Cargill @TheForestTrust @apple @Greenpeace. ,0.0,Neutral
Between 07 &amp; 09 @Apple deleted #music off of some customers' iPods without telling them ,-2.0,Negative
Big Spending by Consumers on Cyber Monday#CyberMonday #PayPal #Apple #AAPL #eBay #WalMart #WMT #Sales ... ,0.0,Neutral
Bitch yassssss @apple do yall know how long ive been waiting on this feature?!,-2.0,Negative
BloombergTV: #Wozniak: What Really Happened in #SteveJobs' Garage #aapl,0.0,Neutral
BloombergTV: #iPod Trial: Consumers Had Other MP3 Options: Gauna via @BloombergTV #aapl,0.0,Neutral
BloombergTV: Former #Apple Exec Sentence to 1 Year in Prison for Fraud #aapl,-2.0,Negative
BloombergTV: Steve #Wozniak on What Really Happened in #Jobs' Garage via @BloombergTV #Apple #aapl,0.0,Neutral
Bluetooth 4.2 to Bring Direct Internet Connectivity and Increased Speed #AAPL,0.0,Neutral
Bose Products Could Be Returning to Apple Store Shelves Next Week #AAPL,0.0,Neutral
Bose products reportedly set to return to #Apple Store shelves as early as next week - #AAPL #JimmyIovine,0.0,Neutral
Brilliant Tech! No more broken screens in #festivals @Apple via @techcrunch ,2.0,Positive
Bring back the tap to tweet @apple @twitter,0.0,Neutral
Brooklyn finally getting an #Apple Store expected to open in April 2015 - #AAPL #DiscussBrooklyn,0.0,Neutral
Bruh @apple real niggas need that 128GB Ipod touch already,2.0,Positive
But I'm beyond thankful for the help @Apple gave me today. Computer was defective and they replaced it while I just payed the difference,2.0,Positive
Butterfingers and @Apple do mix: @#applinsider: patents active fall protection system that shifts iPhones in midair ,0.0,Neutral
Buy round lot on the open MT @WSJD #AAPL stock briefly dove 6.4% today. Analysts not sure why ,-2.0,Negative
Buyer's Guide: Deals on MacBook Air Retina MacBook Pro iPads Apple Accessories and More [Mac Blog] #AAPL,0.0,Neutral
C'mon @Apple I'm ready to buy your watch. Hurry up. #applewatch ,-2.0,Negative
CGK had laptop prob today. @apple Local # useless. Tech support useless. 1 hr at Genius Bar useless. Buy a PC next time?,-2.0,Negative
CNBC TV: Day 2: #Apple antitrust trial #aapl,0.0,Neutral
CNBCTV: #Apple arguably most innovative company in world: Pro #aapl ,2.0,Positive
CNBCTV: #Apple fighting monopoly allegations #aapl ,-2.0,Negative
CNBCTV: #Apple heads to trial #aapl ,0.0,Neutral
CNBCTV: #Apple takes the stand #aapl ,0.0,Neutral
CNBCTV: #Apple top execs take stand #aapl ,0.0,Neutral
CNBCTV: #Apple's margins better than expected? #aapl ,2.0,Positive
CNBCTV: #Chromecast beats #AppleTV #aapl ,-2.0,Negative
CNBCTV: #Cramer's view on #Apple &amp; Tesla #aapl ,0.0,Neutral
CNBCTV: #Cramer: #Apple has no real competition #aapl ,2.0,Positive
CNBCTV: #Cramer: #AppleWatch a dazzler #aapl ,2.0,Positive
CNBCTV: #Cramer: Trading #Apple suckers game #aapl ,-2.0,Negative
CNBCTV: #iPhone growth peaked? #aapl ,0.0,Neutral
CNBCTV: Analyst worries about #iPhone growth #aapl ,0.0,Neutral
CNBCTV: Bulls running with #GoPro &amp; #Apple #gpro #aapl ,0.0,Neutral
CNBCTV: Buy #Apple's pullback? #aapl,0.0,Neutral
CNBCTV: Citi's #Apple optimism #aapl ,0.0,Neutral
CNBCTV: Day 1: #Apple's antitrust trial #aapl ,0.0,Neutral
CNBCTV; What's driving #Apple down? #aapl,0.0,Neutral
Can #iPad conquer the enterprise? Only if @Apple has the guts to license #iOS: ,-2.0,Negative
Can @Apple sTOP making their OS installations so damn bloody difficult STOP ASKING ME TO CLEAR SPACE FROM MY HARD DISK,-2.0,Negative
Can @Apple survive the 2014 Holiday? Investors Say Yes. ,2.0,Positive
Can @apple drop Audio Only rendition requirement for iOS apps? Users hate it No other stores want itOther platforms don't know what it is,-2.0,Negative
Can I turn auto correct off @apple ?,0.0,Neutral
Can someone @apple tell me why I now have to reset my AppleTV every other day? Interesting that there's a IR remote code to reset the box.,-2.0,Negative
Can someone please invent a case for the iPhone that adds storage? #desperate @OtterBox @apple,0.0,Neutral
Can we have 3-way calling on FaceTime calls and the ability to move between devices seamlessly @Apple @TimCook @God,0.0,Neutral
Can we see the evidence please? #FactCheckThis RT @apple @snopes @moronwatch,0.0,Neutral
Can't believe @Apple said melted keys on Mac Pro is not under warranty for a machine less than a year old. Asking for å£500 to repair.,-2.0,Negative
Can't get a new iPhone 6? How about these free Apple shares.... #investing #stocks #aapl ,0.0,Neutral
Certified by @Zebra. Partnered with @Apple Business. Collaborated with @SAP. Now... ,0.0,Neutral
Changing words that aren't even misspelled like where do they REALLY do that at???? I would really like to know. @apple,-2.0,Negative
Cheap Chromebooks teach Apple a lesson: Price matters $AAPL #aapl,0.0,Neutral
Check out @Apple MacBook Pro 15.4 Retina 2.6 Ghz i7 8gb 500gb ssd mid 2012 GT 650M 2magsafe #Apple via @eBay,0.0,Neutral
Check out @Mercedes Benz For @Apple #iPad 2 &amp; 3 Tan Leather Case 9' Device Beige. #MercedesBenz via @eBay,0.0,Neutral
Check out our Founder @gernieb views on @Apple &amp; @facebook #EggFreezing benefits for female engineers: #WomenInTech,0.0,Neutral
Check out your local @Apple store &amp; pick up our Smart Thermometer this #flu season #apple ,0.0,Neutral
Cheeky @apple... Very cheeky.... No dice though... You can't own 'App Store' it's a description not a product - ,-2.0,Negative
China Grants Apple 27 Design Patents Covering iOS UI's and Icons $AAPL #aapl,0.0,Neutral
China reminds Apple on need to support privacy security in its products $AAPL #aapl,0.0,Neutral
Chinese phone vendor claims Apple's iPhone 6 looks too similar $AAPL #aapl,0.0,Neutral
Chinese smartphone maker claims #Apple copied iPhone 6 design - #AAPL #Android,-2.0,Negative
Chromebooks Overtake Apple's iPads in U.S. Education Market @apple @googlechrome #chromebooks #ipad,-2.0,Negative
Citi BMO boost Apple price targets #News #AAPL #Applepricetargets #Applestock #Apple #iPhone #News,0.0,Neutral
Citigroup Inc. Boosts Apple Price Target to $135.00 $AAPL #aapl,0.0,Neutral
Come on #aapl get your shit together!,-2.0,Negative
Companies i admire : @3QDigital @vaynermedia @apple. It must rocks to work there because mainly of their boss and their culture.,2.0,Positive
Comparison between @apple maps and @google maps: #longreads #webdesign,0.0,Neutral
Completely in love with my @apple #iphone6 right now. Playing with my #newphone &amp; digging into some @pappajohns. Day=Complete #pizza,2.0,Positive
Computer Science Education Week is coming! Check out some #coding opportunities that @apple will be helping put on. ,0.0,Neutral
Confirmed: Bose speakers returning to #Apple Stores ... - #AAPL #BeatsElectronics ,0.0,Neutral
Confirmed: Bose speakers returning to #Apple Stores after removal earlier this year - #AAPL #BeatsElectronics,0.0,Neutral
Congrats @Apple I mean he wasn't using @googlehangouts_ right? #Apple #Google ,2.0,Positive
Congrats @apple on making an iPhone recording DRM protected so we can't play it anywhere we want #fail,-2.0,Negative
Congrats @inderstweet RT @kinsa: FDA-cleared smartphone-connected thermometer @Apple stores! ,2.0,Positive
Congrats to @Apple Mary Sotos @WorldResources for Green Power Leadership Awards at REM14 @GreeneMarktplc ,2.0,Positive
Congratulations to @Apple for firmly reasserting itself at the top of my most-hated corporations list today.#justnotabumfluffbohemian,-2.0,Negative
Considering the ads in my FB feed #facebook privacy changes I think @Apple 's Tim Cook was spot on how about you? ,0.0,Neutral
Consumers Demand More Units Of The iPhone 6 And 6 Plus $AAPL #aapl,0.0,Neutral
Cool Stuff Found: @Apple Posts 'iPad Air 2 - Change' Commercial with Focus on New Ways of Doing Things,2.0,Positive
Cool piece .@apple: .@DawnC331.0,2.0,Positive
Could #Apple Inc. Sell 24 Million #AppleWatches in 2015? | The Motley Fool #aapl ,0.0,Neutral
Could Apple Inc. Sell 24 Million Apple Watches in 2015? #AAPL,0.0,Neutral
Could Apple Inc. Sell 24 Million Apple Watches in 2015? $AAPL #aapl,0.0,Neutral
Crystal Baller: Rebirth of the 4-inch iPhone and other insane Apple rumors $AAPL #aapl,0.0,Neutral
Currently on hold with @Apple in Cupertino to try to set up a Genius Bar appointment in Madrid #dontask,-2.0,Negative
Cyndi Lauper and Cinna- my big ask* phone on TV @apple #iphone6plus @ Rockefeller Center ,0.0,Neutral
DEAR APPLE THIS IS THE WORSE SERVICE EVER @apple ,-2.0,Negative
Dan Nathan: How To Profit From Apple Inc. (AAPL) Stock? #AAPL,0.0,Neutral
Dan Nathan: How To Profit From Apple Stock? $AAPL #aapl,0.0,Neutral
Danger* but ok @Apple wanna fuck with me,-2.0,Negative
Daring Fireball: Transmit iOS and iCloud Drive @Apple ,0.0,Neutral
Dash now accepts #ApplePay. @apple Thanks @braintree for making this happen #mobilepayments #paywithdash ,2.0,Positive
Dashlane Introduces 'Password Changer' Allowing Users to Change Multiple Passwords With One Click [Mac Blog] #AAPL,0.0,Neutral
Day 12 without access to my @iTunes passwd. Apple 'working on it'. No new apps or calendar. @apple ecosystem has achilles? Your move @google,-2.0,Negative
Day 338: my 1st iPod from 2005. Had stopped workin years ago!!! Just Came back to life!! Wtf @Apple ,2.0,Positive
Day 6 of our #Holiday #Giveaway! To ensure you stay in touch on the go we have the best brands incl. @apple &amp; @amazon ,0.0,Neutral
Dear @ATT if you are going to copy @apple in your stores - when someone makes an appointment use it #dipshits,-2.0,Negative
Dear @Amazon if @Apple could do it you can too! ,0.0,Neutral
Dear @Apple &amp; @iTunesMusic I understand you want to protect me. Is there any way you can cool it on password lockouts &amp; resets?,-2.0,Negative
Dear @Apple Can you please create a middle finger emoji ASAPSincerely All IPhone users,-2.0,Negative
Dear @Apple I place all my browser eggs in the #Safari basket. Guess what? Safari is broken please fix the release you pulled. #FAIL,-2.0,Negative
Dear @Apple I would like an #iMac with touch screen more than a watch,0.0,Neutral
Dear @Apple I've been an Apple user for over 20 years and can't remember a bug like this current Safari on. #fixit! ,-2.0,Negative
Dear @Apple all I want for Xmas is for iOS 8 to stop crashing my iPad. Signed Cindy Lou Who of Whoville #apple,-2.0,Negative
Dear @Apple can yall please stop making yall chargers cheap pieces of shit I'm tired of having to replace them every 3 monthd,-2.0,Negative
Dear @Apple please fix your AWDL issues.. ,-2.0,Negative
Dear @Apple thank you for inventing brightness dimmers for iPhones because my hungover self could not handle it otherwise,2.0,Positive
Dear @Apple.Kindly fuck off with your .m4a format.Regards Music Listeners Everywhere.,-2.0,Negative
Dear @Apple: I love my iPhone 6 Plus...A lot. It is a great achievement; But why is it the only iPhone I've had that reboots 3x/day? #Fail,2.0,Positive
Dear @Apple: Where the ever-lovin' heck did you put the navigation arrows in the iTunes store? Do you even use your own software?,-2.0,Negative
Dear @apple - sometimes when I write 'gave' it means I want the word 'gave' not the word 'have. It's not a typo.,-2.0,Negative
Dear @apple @itunes WOW! You really made iTunes SUCK! Please stop updating it and making it worse than it was before. Thank you.,-2.0,Negative
Dear @apple bring my phone quicker,0.0,Neutral
Dear @apple please find a solution to this it happens with all of your cords: ,-2.0,Negative
Dear @apple replace my phone my battery sucks,-2.0,Negative
Dear @apple. Worst idea ever. Fix it. ,-2.0,Negative
Dear Santa All I want for Christmas is for @Apple to send my iPhone (ordered 9/29).,-2.0,Negative
Debunking One of #Apple's Biggest Myths #AAPL,0.0,Neutral
Definitely upgrading from #want to #need @apple #imac @ Best Buy ,0.0,Neutral
Design-driven companies like @Apple and @Coca-Cola have outperformed the S&amp;P 500 by 228% over the past 10 years. ,2.0,Positive
Details of the #Apple Inc. #iPadMini4 Revealed | The Motley Fool #aapl ,0.0,Neutral
Details of the Apple Inc. iPad Mini 4 Revealed #AAPL,0.0,Neutral
Deutsche Bank Sees Risk Of Apple iPhone's 'Sharp Production Cuts' $AAPL #aapl,0.0,Neutral
Did #Apple drop #Google Maps for good? #Apple Maps now rolling out on - #AAPL,0.0,Neutral
Did @apple delete #music from sites other than @itunes? Good thing #throwbackPOP CD is on it but still...#lawsuit ,0.0,Neutral
Did anyone update their Yosemite? My macbook is running like shit. @apple #apple,-2.0,Negative
Did you notice that @Apple apps now say 'Get' instead of 'Free'? This change was due to alleged misleading labeling. ,-2.0,Negative
Die ins staged @Macys and @apple gives me food for thought and peaceful demonstrations. #thinkbeforeyoubuy,-2.0,Negative
Disgusted with @apple advertising for the iPad air. #falseadvertising #nono,-2.0,Negative
Do i have to go to @Apple if idr the code? -_-,0.0,Neutral
Do not disturb setting so nice THX @apple,2.0,Positive
Does @apple store in Georgetown sell refurb'd iPads? Or just new? Are refurbs only available online?,0.0,Neutral
Does anybody knows how to use å£ on a Macbook Pro Retina US keyboard? Thank you so much! @apple #macbook #pro #apple #keyboard,0.0,Neutral
Does anyone know if theres a #smartwatch with a old fashioned clock face? Grandma needs a watch. @Samsung @apple @mota,0.0,Neutral
Doh! Turns out the iPod at the heart of the $350M @Apple antitrust case is the wrong model ,0.0,Neutral
Don't worry @bentkraus. you can crash anything. Not even @Apple can stop you,0.0,Neutral
Done with this iPhone 6 plus Apple or sprint giving me my bread back. Trash ass phone full of fuck ups @sprint @apple,-2.0,Negative
Dude @apple is all over the marketing for beats. They have a great marketing team at apple.,2.0,Positive
EU: Nice iPhone ya got there. Pity if something were to happen to it. @Apple @applenws @iPhone_News,0.0,Neutral
Early Apple Employee Bill Fernandez Shares Details on Steve Jobs Creation of the Apple II and More #AAPL,0.0,Neutral
Early Movers: ANF TJX TGT LYV #AAPL &amp; more: These are the stocks posting the largest moves before the bell. ,0.0,Neutral
Early Movers: ANF TJX TGT LYV SNE #AAPL &amp; more: These are the stocks posting the largest moves before the bell. ,0.0,Neutral
Early Movers: BIG DLTR THI #AAPL FIVE &amp; more: These are the stocks posting the largest moves before the bell. ,0.0,Neutral
Economic temperature spiking or terrorist attack? Either way how you're not all in... via @zerohedge #AAPL ,0.0,Neutral
Eddy Cue Speaks About iBooks Price-Fixing Case: 'We Feel We Have to Fight for the Truth' #AAPL,0.0,Neutral
Eddy Cue Speaks on Apple's DRM Policies in iPod Antitrust Lawsuit #AAPL,0.0,Neutral
Elgato Launches Thunderbolt 2 Dock with 4K Resolution Support [Mac Blog] #AAPL,0.0,Neutral
Enjoyed #ApplePay ads by @Chase (w/@BleachersMusic) &amp; @WellsFargo Where u at @CVSHealth? #AAPL,0.0,Neutral
Enjoying my studio wireless beats. @beatsbydre @apple,2.0,Positive
Enjoying the introductions at the @apple #connected launch event. Some amazing #edtech leaders in the room. #txed,2.0,Positive
Even #Microsoft agrees #iPhone6 is mind blowing. #AAPL #design #product #innovation #mobile ,2.0,Positive
Even MORE reason for @Apple to stop using benzene in its manufacturing.,0.0,Neutral
Even With Apple Watch Delayed I'm Raising My AAPL Price Target To $165 - #AAPL #Alex_Cho,2.0,Positive
Even the @Apple #NYC flagship store wasn't spared a visit from the #EricGarner protests @verge: ,0.0,Neutral
Every new iPhone or update spellcheck suppress my greatness more and more...stop trying to tell me what to type @apple!!!,-2.0,Negative
Every student deserves a chance @apple #connected #txed,0.0,Neutral
Every time I change keyboards this come up. Like wtf @apple get your shit together ,-2.0,Negative
Excellent news #HouseOfCards S3 on @netflix 27/2! I wonder if Yosemite &amp; my wifi will be talking by then @apple @tim_cook ? It's been wks!!,-2.0,Negative
Excuse me @apple ... Why is there no Bat Signal emoji yet? Hmm?,-2.0,Negative
Explore all the Apple rumours for 2015 #Apple2015 #TechIreland @Apple ,0.0,Neutral
Extra 5% Off on @Apple iPad Air using @Flipkart App #flipkart #BigAppShoppingDays #apple #ipadair #iPad #offer,0.0,Neutral
F u @Apple UR geniuses can suck my ass!,-2.0,Negative
FBI investigates iPad school programme $AAPL #aapl,0.0,Neutral
FUCK @apple,-2.0,Negative
FUCK ALL FUCK IT ALL IM SOOOOO SLEEP FIX YOUR SHIT @APPLE,-2.0,Negative
FUCK MY FUCKING PHONE ITS FUCKING TRIPPING IM FUCKING TIRED OF THIS FUCKING BULLSHIT IM HOLDING YOU RESPONSIBLE @apple,-2.0,Negative
FUCK OFFFFFF @apple ,-2.0,Negative
FUCK U @apple i just dropped my new IPHONE6 and it got all sctratched up ! IM DONE WITH APPLE SO FUCKING FRAGILE,-2.0,Negative
FUCK YOU @Apple,-2.0,Negative
FUCK YOU @apple FOR MAKING SHIT PRODUCTS,-2.0,Negative
Facebook CEO Mark Zuckerberg criticizes Apple $AAPL #aapl,-2.0,Negative
Fans scramble for #iPod Classic the music player #Apple killed off #aapl,0.0,Neutral
Fantastic service today @Apple store Touchwood - thanks to all &amp; esp Zach for sorting my battery problem so quickly &amp; efficiently.,2.0,Positive
Feed My Ego (Futter Mein Ego) iPhone 4/4S Tough Ca COMPUTING &amp; COMMUNICATION Melasdesign @cafepress @iphone @apple,0.0,Neutral
Few spots left @WWCLondon's 10 Dec event @Apple w/ @coderinheels @Dr_Black @WATC_girl @isabelladegen @bridget_connell,0.0,Neutral
Few spots left @WWCLondon's 10 Dec event @Apple w/ @coderinheels @Dr_Black @WATC_girl @isabelladegen... ,0.0,Neutral
Final #AAPL #PutCallRatios for Friday December 5 2014 via Hamzei $$,0.0,Neutral
Final #AAPL #PutCallRatios for Monday December 1 2014 ,0.0,Neutral
Final #AAPL #PutCallRatios for Monday December 8 2014 ,0.0,Neutral
Final #AAPL #PutCallRatios for Monday December 8 2014 via Hamzei $$,0.0,Neutral
Final #AAPL #PutCallRatios for Thursday December 4 2014 ,0.0,Neutral
Final #AAPL #PutCallRatios for Thursday December 4 2014 via Hamzei $$,0.0,Neutral
Final #AAPL #PutCallRatios for Tuesday December 2 2014 ,0.0,Neutral
Final #AAPL #PutCallRatios for Tuesday December 2 2014 via Hamzei $$,0.0,Neutral
Final #AAPL #PutCallRatios for Wednesday December 3 2014 ,0.0,Neutral
Finally gave up on return of @Apple 17' MacBook Pro model. My 15' Retina is 'out for delivery'. They'll probably announce one next month ;-),0.0,Neutral
Finally got my iPhone 6 in the mail and it comes out of the box with a busted screen. Thanks @apple,-2.0,Negative
Finally got my iPhone 6! @apple =) Such a relief after using my 4 for months!,2.0,Positive
Finally updated #iPhone to IOs 8 something thanks @apple for more shit we don't need. #seriously thanks a trillion. ,-2.0,Negative
Finally updated to iOS 8...this happened ha weird glitch fix it please @apple ,-2.0,Negative
Finally! @Apple Gives #India the Attention it Deserves Plans to Set Up More Than 500 Stores via @igyaan,2.0,Positive
Finally! Brooklyn Is Getting Its Own #Apple Store #aapl ,2.0,Positive
First @Apple employee: The remarkable odyssey of Bill Fernandez via @techrepublic ,0.0,Neutral
First @Apple logo was designed by co-founder Ronald Wayne. Drawing of Isaac Newton reading a book under an apple tree,0.0,Neutral
First to own 2600 digital languages IP is NEW leader of the Internet. Terms based on performance! .@apple .@samsung ,2.0,Positive
First to own 2600 digital languages is the NEW leader of the Internet. .@Samsung .@google .@apple .@Micromax_Mobile #onlinegaming .@WoW_en,0.0,Neutral
First tweet from my new @apple #iPhone 6 Plus. #newtoy,2.0,Positive
Five Apple predictions for 2015 $AAPL #aapl,0.0,Neutral
Five Apple predictions for 2015. I disagree absolutely apple will have an incredible holiday season! #aapl 130$ ,2.0,Positive
Fix it @apple ,-2.0,Negative
Follow @apple.holidays ,0.0,Neutral
Follow all developments in the #AAPL DRM trial that is finally underway. ,0.0,Neutral
Footage of the Apple-1 computer running. #ComputerHistory @apple @christiesinc ,0.0,Neutral
For a limited time the iBookstore is offering our eBook at the lowest price ever. @Apple @iBooks,2.0,Positive
For some odd reason I can't re-add 1989 on my phone. @apple stop depriving me of my jams,-2.0,Negative
For the past week my phone stay freezing &amp; closing out apps on me wtf @apple?!,-2.0,Negative
For this problem we can blame anybody we like: @sun @java @oracle @apple @startcom! Who else joins the roster?,0.0,Neutral
Forbes: 'Whoops! No Plaintiff! As Apple Tells Court iPod Owner Isn't In Class She Represents' #AAPL ,0.0,Neutral
Foreign Currency Exchange May Be A Headwind For #Apple #AAPL ,0.0,Neutral
Foreign Currency Exchange May Be A Headwind For Apple $AAPL #aapl,0.0,Neutral
Foreign Currency Exchange May Be A Headwind For Apple (AAPL) #AAPL,0.0,Neutral
Forget #Apple Here Are Better #Tech Stocks to Buy | The Motley Fool #aapl ,-2.0,Negative
Former Apple Inc. Exec Gets A Year In Prison For Selling Secrets #AAPL,-2.0,Negative
Former Apple Inc. Supply Manager Sentenced To Prison Fined $4.5 Million For Corporate Espionage $AAPL #aapl,-2.0,Negative
Former Apple Manager Sentenced to One Year in Prison $4.5 Million Fine in Leaked Secrets Case [Mac Blog] #AAPL,0.0,Neutral
FoxBusTV: Is it time to start buying #Apple? | #aapl,0.0,Neutral
Foxconn Robots Proving Unsuitable for iPhone Assembly Updated Versions in the Works #AAPL,-2.0,Negative
Free s/o @apple for this nice iPad,2.0,Positive
From @verso: @Apple Retail Celebrates Computer Science Education Week #hourofcode,0.0,Neutral
From afternoon tea to @Apple #iPadAir2 there is something for everyone with #touchpoint rewards. - Visit more info,2.0,Positive
From beyond the grave! RT @GMA: Jurors set 2 hear fr star witness at @Apple trial: Steve Jobs. ,0.0,Neutral
Frustrated after unsuccessfully trying to fix outgoing SMTP configuration. &lt;3 @Apple but this is unacceptable #YosemiteProblems #apple #help,-2.0,Negative
Fuck this is the third charger I've broke in like two months @apple u suck and you know it,-2.0,Negative
Fuck you @Apple my phone has been searching for service for almost a complete day,-2.0,Negative
Fuck you @apple,-2.0,Negative
Fucka de you @apple,-2.0,Negative
Fucking goddamn stupid @apple @iTunes ur too fucked up! #JustSayin #iTunes,-2.0,Negative
Full-Time #Trader? #trading #stocks #futures #forex #trader #es #baba #aapl #gpro #fb #eem #eSignal ,0.0,Neutral
GOSH DARNIT @Apple I DONT KNOW WHAT THE CLOUD IS,-2.0,Negative
GREAT READ: Why @Apple @Facebook and @Google created their own programming languages #Dev,0.0,Neutral
GTAT Creditors Want to Question Apple's Jeff Williams $AAPL #aapl,0.0,Neutral
GVA lounge: in sight 6 Macs and 3 PCs undetermined number of iPxs! #AAPL,0.0,Neutral
Game*** @Apple you bitches really trying me tonight! RT @DreMacsAMillion: @WhoSFlyy__ gams night gawd,-2.0,Negative
Gave @apple over 3k for a computer weeks ago...and still nothing. Awesome.,-2.0,Negative
Geez @apple I will have my mac by the 3rd of January I won't postpone any longer.,-2.0,Negative
Get 'Techy' with another shout out to @Schoology @GoogleDrive @HuluPlus #iPad @Apple @Google #Chromebook via @YouTube,0.0,Neutral
Get Ready for an Unbreakable #Apple #iPhone | InvestorPlace#aapl ,0.0,Neutral
Get rich quick as a criminal #capitalist. Steal your client's products. #Apple #technology @apple,-2.0,Negative
Get the gaming nerd ads off the sec championship game @apple,-2.0,Negative
Get three way FaceTimeing. Im sick of google hangouts. @Apple,-2.0,Negative
Glad I'm getting a non @apple computer . Four macs in a row ,-2.0,Negative
Go Apple! Looks like a little squeeze again :) #aapl $stocks,2.0,Positive
GoPro Inc Has Potential To Become Apple Inc. Of Drone Market #AAPL,0.0,Neutral
Gonna be dreaming about my laptop.. If only @Apple would hurry the heck up..,2.0,Positive
Good be huge RT @thehill Justice Department cites 18th century federal law to get @Apple to unlock iPhones: ,0.0,Neutral
Good grief @Apple could you all have a more sucky hold music queue playlist? No offense but ewwwwww! Johnny Cash into a rap song? Gross,-2.0,Negative
Goodbye graphics problems. Thank you @apple for such great customer service. ,2.0,Positive
Google Chromecast Leapfrogs Apple TV as the Aging Media Player Loses Ground to Rivals #AAPL,-2.0,Negative
Google Is Now Beating Apple In This One Key Sector $AAPL #aapl,0.0,Neutral
Got A New Phone. @Apple #Iphone6Plus ,2.0,Positive
Got my iPhone 6 #iPhone6 #iPhone @apple @AppStore,0.0,Neutral
Got new cases. :) @apple @applestore @citycreek #slc #citycreek #apple #applestore #red #productred #aids #founda... ,2.0,Positive
Got new cases. :) @apple @applestore @citycreek #slc #citycreek #apple #applestore #red ... ,0.0,Neutral
Got new cases. :) @apple @applestore @citycreek #slc #citycreek #apple #applestore #red ... ,2.0,Positive
Got to hear about the new patent by apple ... and that's a quite innovative idea.... @apple. The mobile screen will never break in future,2.0,Positive
Gotta love the Genius Bar @ @apple!! Thanks for your help Alex!! @ Apple Store Suburban Square ,2.0,Positive
Gotta love the autocorrect in IPhone. Nothing makes a person more illiterate than that. Fuck me quit guessing and not let us correct. @Apple,-2.0,Negative
Great @apple attachment means we can watch @walkleys awards via @abciview via my @ipad @MikeCarlton01 @frankellyabc ,2.0,Positive
Great @apple my phone number is so accurate ,2.0,Positive
Great FCP X update from @apple today. That will do nicely! #video # editing,2.0,Positive
Great coverage @EPro of @comscore 's Cyber Monday data but show me the top items by store like this for @apple ,0.0,Neutral
Great piece from @howardlake on @apple &amp; the new #RED #app store - profits from exclusive content go to @GlobalFund: ,0.0,Neutral
Great piece from @howardlake on @apple &amp; the new #RED #app store - profits from exclusive content go to @GlobalFund: ,2.0,Positive
Great service at @Apple #BethesdaRow thanks Jenna and Brandon!!!!!!!,2.0,Positive
Great time had @Apple store on Friday. @RussellFerg &amp; his #krumpers &amp; a #talkBack @TWDanceCenter #UrbanNutcracker,2.0,Positive
Great! @Apple now on board with #Alabama #LGBT bill named after CEO #equality #Tim #Cook @equalityalabama,0.0,Neutral
Guys at @Apple is this serious? #Yosemite full of stupid and ugly bugs. Feeling #sad. (cc @tim_cook @therealjonyive) ,-2.0,Negative
